VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,156.46,229.99,750.0,1,156.46,11.0,2529.8899999999994,2069.91,1.2100000000000002,144929.24,2373.4299999999994,93.81554138717492,11.0,16.169564105841744
3960,DIAGEO NORTH AMERICA INC,7788,Piehole Apple Pie,7.96,12.99,750.0,1564,12449.440000000024,1556.0,21978.44000000009,16194.539999999784,1226.4099999999876,257032.0700000001,9529.000000000062,43.35612536649564,0.9948849104859336,1.7654159544525732
17035,PERNOD RICARD USA,23270,Campo Viejo Gr Cava Brut Rsv,6.7,9.99,750.0,3311,22183.70000000011,3091.0,31702.09000000036,16717.699999999753,343.8000000000089,123780.21999999996,9518.390000000249,30.024487344525674,0.9335548172757476,1.429071345176873
90011,FORTUNE WINE BROKERS LLC,43129,Jelu Malbec San Juan,7.89,12.99,750.0,2038,16079.820000000023,2074.0,27325.26000000031,15030.659999999789,230.57000000000417,238.61,11245.440000000286,41.15400914758051,1.0176643768400393,1.6993511121393317
9815,WINE GROUP INC,16809,Flip Flop Chard,7.79,11.99,1500.0,47,366.13,37.0,443.6300000000001,263.7800000000001,8.27,27100.41,77.50000000000011,17.46951288235694,0.7872340425531915,1.2116734493212795
8892,TRINCHERO FAMILY ESTATES,16472,Lock & Key Meritage,8.9,12.99,750.0,60,534.0,60.0,779.4000000000003,246.8100000000001,6.749999999999999,11595.970000000005,245.40000000000032,31.48575827559664,1.0,1.459550561797753
10754,PERFECTA WINES,23147,Ch Floreal Laguens Brdx,7.99,13.99,750.0,90,719.0999999999999,270.0,3761.2999999999897,1780.720000000001,30.03999999999995,28720.52,3042.19999999999,80.88161008162066,3.0,5.2305659852593385
1392,CONSTELLATION BRANDS INC,39598,R M Woodbridge Cab Svgn Cal,4.76,7.99,187.0,3375,16064.99999999997,3150.0,24880.500000000317,11757.089999999733,90.85000000000106,79528.99,8815.500000000342,35.431361909930395,0.9333333333333332,1.5487394957983416
9165,ULTRA BEVERAGE COMPANY LLP,2331,Black Bottle Scotch,26.66,35.99,750.0,419,11170.539999999992,121.0,3750.7899999999895,3416.8999999999905,95.50000000000016,68054.70000000003,-7419.750000000002,-197.8183262725992,0.2887828162291169,0.3357751729101719
12546,JIM BEAM BRANDS COMPANY,3941,Tres Generaciones Reposado,29.36,36.99,750.0,878,25778.079999999984,839.0,31916.610000000423,26922.93000000036,661.9899999999993,123880.97,6138.530000000439,19.233026314512596,0.9555808656036446,1.2381298374433023
17035,PERNOD RICARD USA,3193,Absolut Wild Tea,11.15,16.99,750.0,13,144.95000000000002,62.0,901.8800000000005,525.1400000000002,48.83999999999998,123780.21999999996,756.9300000000003,83.9280170310906,4.769230769230769,6.222007588823734
9165,ULTRA BEVERAGE COMPANY LLP,36101,Carpineto Brunello Montalci,37.58,55.99,750.0,97,3645.26,103.0,5813.96999999999,4117.269999999992,11.389999999999992,68054.70000000003,2168.70999999999,37.30170606315467,1.0618556701030928,1.594939729950673
4425,MARTIGNETTI COMPANIES,25777,Ch Bonnet Red,8.96,13.99,750.0,608,5447.680000000005,536.0,7606.63999999995,4988.499999999958,59.429999999999865,144929.24,2158.959999999945,28.38257101690049,0.881578947368421,1.3963081531954784
660,SAZERAC NORTH AMERICA INC.,8118,Mr Boston Blackberry Brandy,4.54,6.99,750.0,11159,50661.86000000063,11081.0,69280.18999999929,44640.96999999976,8731.259999999747,17932.329999999994,18618.329999998656,26.873959208251087,0.9930101263554082,1.3675019037990004
9815,WINE GROUP INC,10647,Fish Eye Cab Svgn,11.4,16.99,3000.0,510,5813.999999999988,449.0,7628.509999999946,5623.689999999955,202.0499999999996,27100.41,1814.5099999999572,23.785903144912577,0.8803921568627451,1.3120932232542073
4692,KOBRAND CORPORATION,25069,Jadot Cote de Beaune Vlgs 13,20.26,29.99,750.0,9,182.34,66.0,1979.3400000000004,1319.5600000000002,7.320000000000003,9139.38,1797.0000000000005,90.78783837036588,7.333333333333333,10.855215531424816
4425,MARTIGNETTI COMPANIES,28856,Seghesio Znfdl Sonoma,11.45,19.99,750.0,8085,92573.24999999996,7099.0,148531.8500000038,70874.5099999972,790.8200000000348,144929.24,55958.60000000382,37.67447857143259,0.8780457637600495,1.6044791556956663
1392,CONSTELLATION BRANDS INC,22811,Manischewitz Cream Peach,3.33,4.99,750.0,24,79.92,24.0,119.76,4.99,2.7,79528.99,39.84,33.26653306613226,1.0,1.4984984984984986
7245,PROXIMO SPIRITS INC.,3860,Jose Cuervo Cinge,9.22,11.99,750.0,111,1023.42,111.0,1885.8900000000008,577.6600000000002,87.44000000000005,38994.78000000001,862.4700000000005,45.73278399058271,1.0,1.8427331887201737
653,STATE WINE & SPIRITS,38771,Rob Stuart Big Fire Pnt Gris,11.4,16.99,750.0,1148,13087.19999999998,1375.0,21260.25000000009,11676.36999999986,152.83000000000092,8014.98,8173.050000000112,38.44286873390519,1.1977351916376306,1.6245071520264172
10754,PERFECTA WINES,22207,Star Insolia Chard,10.73,15.99,750.0,36,386.28,23.0,367.77,63.96,2.59,28720.52,-18.50999999999999,-5.0330369524431005,0.6388888888888888,0.952081391736564
3960,DIAGEO NORTH AMERICA INC,3547,Ketel One Vodka,2.2,2.79,50.0,22113,48648.60000000004,21498.0,59979.42000000344,15163.650000002084,1122.029999999994,257032.0700000001,11330.820000003405,18.89117967463299,0.9721883055216388,1.2329115329116027
4425,MARTIGNETTI COMPANIES,27201,DeLoach OFS Chard,12.98,19.99,750.0,1602,20793.959999999992,229.0,4577.70999999999,2298.849999999998,25.48999999999997,144929.24,-16216.250000000002,-354.2437157443358,0.1429463171036204,0.2201461385902441
4425,MARTIGNETTI COMPANIES,39981,Little Penguin Merlot Ausl,7.99,14.99,1500.0,617,4929.829999999997,591.0,7275.089999999933,5317.699999999943,131.38999999999987,144929.24,2345.259999999936,32.2368520526888,0.9578606158833064,1.4757283719722458
4425,MARTIGNETTI COMPANIES,35714,Miner Chard Napa,19.73,29.99,750.0,10,197.3,66.0,1979.3400000000004,1109.63,7.35,144929.24,1782.0400000000004,90.03203087897987,6.6,10.032133806386216
7153,PINE STATE TRADING CO,24063,Atelie Prosecco,10.78,16.49,750.0,36,388.08,4.0,65.96,65.96,0.44,15884.819999999998,-322.12000000000006,-488.35657974530034,0.1111111111111111,0.1699649556792413
1128,BROWN-FORMAN CORP,2170,Woodford Reserve Bourbon,2.53,3.49,50.0,12112,30643.36000000002,10376.0,36212.24000000103,17034.689999999406,533.9300000000284,68601.68000000001,5568.880000001012,15.37844662467954,0.8566710700132101,1.1817320293858444
9552,M S WALKER INC,11354,Paso a Paso Tempranillo,6.57,9.99,750.0,1165,7654.050000000009,1204.0,12611.95999999986,7596.759999999888,133.64,55551.81999999999,4957.909999999852,39.31117764407679,1.0334763948497854,1.647749884048294
1392,CONSTELLATION BRANDS INC,7770,J Roget Spumante,7.23,10.99,1500.0,30,216.9,16.0,175.83999999999995,120.88999999999996,3.570000000000001,79528.99,-41.06,-23.35077343039127,0.5333333333333333,0.810696173351775
9552,M S WALKER INC,3326,Jenkins Gin,7.36,9.49,1750.0,13791,101501.76000000452,13877.0,137664.73000000676,72666.42999999931,25499.419999999256,55551.81999999999,36162.97000000223,26.26887075578505,1.006235950982525,1.3562792408722826
3252,E & J GALLO WINERY,6735,Gallo Twin Valley Chard Cal,6.53,9.99,1500.0,3528,23037.840000000117,3505.0,35440.95000000045,18842.37000000009,784.4400000000189,61966.91,12403.110000000335,34.99655060036533,0.9934807256235828,1.5383799001989888
9552,M S WALKER INC,26814,Simonnet-Febvre 14 Chablis,10.96,16.99,750.0,336,3682.56,43.0,730.5700000000002,492.71000000000015,4.77,55551.81999999999,-2951.99,-404.0666876548447,0.1279761904761904,0.1983864485575252
9552,M S WALKER INC,3893,Zhenka 80 Proof,7.93,9.99,1750.0,81447,645874.709999989,81723.0,816412.7699998668,171058.7699999927,150149.62999999925,55551.81999999999,170538.05999987782,20.88870559924064,1.0033887067663634,1.2640420152073777
9165,ULTRA BEVERAGE COMPANY LLP,16647,Cesari Lugana Cento Filari,8.49,12.99,750.0,226,1918.74,829.0,10768.709999999972,2740.8899999999894,92.83999999999996,68054.70000000003,8849.969999999972,82.18226695676637,3.668141592920354,5.61238625347883
3252,E & J GALLO WINERY,16394,Ghost Pines Red L Martini,9.03,17.99,750.0,3800,34314.00000000005,3514.0,58908.86000000004,32980.700000001416,390.6000000000123,61966.91,24594.859999999982,41.75069760304302,0.9247368421052632,1.716758757358511
6785,PALM BAY INTERNATIONAL INC,19349,Trimbach Pnt Gris Rsv,13.9,20.99,750.0,84,1167.6,72.0,1511.28,62.97,8.100000000000001,13605.409999999998,343.68000000000006,22.740987771954902,0.8571428571428571,1.2943473792394655
8664,"STOLI GROUP,(USA) LLC",3694,Stolichnaya Razberi,13.48,16.99,750.0,14577,196497.96000000092,14539.0,265312.60999999195,145786.31000000853,11450.120000000674,18544.49,68814.649999991,25.93719537114843,0.997393153598134,1.3502054168907944
660,SAZERAC NORTH AMERICA INC.,3868,Skol Vodka,4.77,6.49,1000.0,1758,8385.659999999982,1803.0,11701.469999999936,2161.1699999999987,1893.149999999996,17932.329999999994,3315.809999999954,28.33669615868752,1.0255972696245734,1.395414314436784
12546,JIM BEAM BRANDS COMPANY,5597,DeKuyper Watermelon Pucker,7.63,10.99,750.0,7318,55836.33999999973,7243.0,74995.57000000164,50678.03999999867,5707.139999999846,123880.97,19159.23000000191,25.547148984935365,0.9897512981688986,1.3431319101503072
9165,ULTRA BEVERAGE COMPANY LLP,18624,Donnafugata Mille una Notte,50.34,72.99,750.0,2,100.68,7.0,510.93,145.98,0.78,68054.70000000003,410.25,80.29475662028067,3.5,5.074791418355184
480,BACARDI USA INC,4246,Bacardi Superior Rum,4.22,5.49,375.0,31200,131663.99999999875,30666.0,211183.8399999928,95745.78000001555,12050.379999999876,89286.26999999999,79519.83999999406,37.65432051997765,0.9828846153846154,1.603960384007738
653,STATE WINE & SPIRITS,20465,Pali Wine Co Pnt Nr Durell,36.18,54.99,750.0,20,723.6,34.0,1869.66,1154.79,3.77,8014.98,1146.06,61.29777606623663,1.7,2.5838308457711445
10754,PERFECTA WINES,20520,La Croix de Carbonnieux Blnc,17.33,25.99,750.0,7,121.31,43.0,1117.5700000000002,805.6900000000002,4.76,28720.52,996.2600000000002,89.14519895845451,6.142857142857143,9.21251339543319
4425,MARTIGNETTI COMPANIES,22647,Guillaume Vrignaud Chablis 1,24.99,37.99,750.0,12,299.88,12.0,455.88,37.99,1.35,144929.24,156.0,34.21953145564623,1.0,1.5202080832332934
4425,MARTIGNETTI COMPANIES,27520,Vargas Rioja Crianza,8.06,12.49,750.0,816,6576.959999999999,144.0,1798.5600000000009,986.7100000000006,15.989999999999998,144929.24,-4778.399999999998,-265.67921003469417,0.1764705882352941,0.2734637279229311
90047,CRUSH WINES,18773,Ravines Cabernet Franc,8.21,17.99,750.0,12,98.52,25.0,409.7500000000001,281.83000000000004,2.76,1457.7299999999998,311.23000000000013,75.95607077486272,2.083333333333333,4.159053999187983
7153,PINE STATE TRADING CO,1742,Hedonism Scotch,74.62,99.99,750.0,90,6715.800000000002,8.0,799.92,799.92,6.32,15884.819999999998,-5915.880000000002,-739.5589558955899,0.0888888888888888,0.1191101581345483
8892,TRINCHERO FAMILY ESTATES,3963,Menage A Trois Vodka,11.36,14.99,750.0,1947,22117.92,1768.0,19342.400000000016,4308.079999999957,1392.019999999996,11595.970000000005,-2775.519999999986,-14.349408553230123,0.9080636877247048,0.8745126123975497
2242,DELICATO VINEYARDS INC,16431,HandCraft Artisan Coll Cab S,6.12,9.99,750.0,1789,10948.680000000004,2624.0,26039.760000000388,12767.999999999764,291.9700000000065,7982.649999999999,15091.080000000384,57.95399035935876,1.4667411961989938,2.378346978813919
1128,BROWN-FORMAN CORP,3314,El Jimador Blanco Tequila,19.28,26.99,1750.0,4068,78431.03999999951,4063.0,111349.37000000384,79810.89000000127,7468.510000000256,68601.68000000001,32918.33000000434,29.56310394931125,0.998770894788594,1.419710487072523
7749,R.P.IMPORTS INC,19592,Ch Fonroque St Emilion 10,33.76,51.99,750.0,1,33.76,2.0,103.98,103.98,0.22,91.5,70.22,67.53221773417964,2.0,3.079976303317536
4425,MARTIGNETTI COMPANIES,20880,Valmaggiore Nebbiolo d'Alba,31.33,46.99,750.0,12,375.96,21.0,986.79,234.95,2.3500000000000005,144929.24,610.8299999999999,61.90070835740127,1.75,2.6247207149696776
12546,JIM BEAM BRANDS COMPANY,1376,Jim Beam,16.29,21.99,1750.0,108866,1773427.139999997,107061.0,2435393.38999984,426902.7799998908,196707.35000000568,123880.97,661966.2499998428,27.18108099980867,0.9834199842007606,1.373269493326827
10754,PERFECTA WINES,20516,Ch Le Gay Pomerol,67.56,99.99,750.0,22,1486.3200000000002,64.0,6399.359999999998,2399.7599999999998,7.150000000000001,28720.52,4913.039999999997,76.77392739273927,2.909090909090909,4.305506216696268
12546,JIM BEAM BRANDS COMPANY,3008,Pinnacle Red Liquorice,11.31,20.99,1750.0,17,192.27,53.0,826.4700000000003,361.7700000000001,97.40000000000003,123880.97,634.2000000000003,76.73599767686669,3.117647058823529,4.298486503354659
10754,PERFECTA WINES,8458,Agave Underground Tequila,26.27,39.99,750.0,756,19860.120000000014,705.0,24975.95000000028,20767.150000000114,556.1700000000023,28720.52,5115.830000000264,20.483024669733112,0.9325396825396826,1.2575931061846686
10754,PERFECTA WINES,13424,Merriam Vyds Simoneau Chard,6.7,19.99,750.0,12,80.4,4.0,39.96,9.99,0.45,28720.52,-40.440000000000005,-101.2012012012012,0.3333333333333333,0.4970149253731343
12546,JIM BEAM BRANDS COMPANY,2746,Laphroaig Cairdeas Islay,51.42,74.99,750.0,387,19899.54,452.0,33454.48000000016,20319.250000000047,356.26000000000107,123880.97,13554.94000000016,40.51756296914522,1.1679586563307494,1.681168509422839
4425,MARTIGNETTI COMPANIES,41575,Neyers Conn Vly Cab Svgn,33.77,55.99,750.0,31,1046.87,163.0,8645.369999999984,5071.049999999988,18.06999999999999,144929.24,7598.499999999984,87.89097516936809,5.258064516129032,8.258303323239739
3960,DIAGEO NORTH AMERICA INC,3877,Smirnoff Green Apple Vodka,8.65,10.99,750.0,8364,72348.60000000075,8373.0,100739.27000000588,70482.64999999874,6598.489999999752,257032.0700000001,28390.67000000513,28.18232651477768,1.0010760401721663,1.3924149188789394
10754,PERFECTA WINES,25650,Long Barn Chardonnay,6.49,9.99,750.0,2682,17406.17999999997,2071.0,22242.290000000143,11821.079999999807,230.4300000000048,28720.52,4836.110000000172,21.742860110178132,0.7721849366144669,1.27783867568876
1392,CONSTELLATION BRANDS INC,45457,R Mondavi Meritage Pvt Slctn,5.19,7.99,750.0,1439,7468.409999999994,1471.0,12679.28999999983,7458.389999999862,163.32000000000164,79528.99,5210.879999999836,41.09756934339309,1.0222376650451703,1.697722808469251
2000,SOUTHERN WINE & SPIRITS NE,33971,Zenato Valpolicella Clsc Ri,19.07,28.99,750.0,255,4862.850000000002,241.0,7242.589999999986,3575.809999999989,26.839999999999964,19016.59,2379.7399999999834,32.85758271557534,0.9450980392156862,1.4893714591237612
8673,STE MICHELLE WINE ESTATES,46621,Erath Pnt Nr Estate OR,15.48,23.99,750.0,1927,29829.96000000008,1820.0,44983.80000000006,29582.050000000723,201.67000000000368,15919.700000000004,15153.839999999982,33.68732743787755,0.9444732745199792,1.50800738586307
9165,ULTRA BEVERAGE COMPANY LLP,23878,Love Lane Svgn Bl,8.49,12.99,750.0,479,4066.710000000002,387.0,4360.129999999984,1488.650000000001,43.23999999999996,68054.70000000003,293.4199999999819,6.7296158600771765,0.8079331941544885,1.0721516901869033
516,BANFI PRODUCTS CORP,16830,C Y Toro Gran Rsva Carmenere,9.65,13.99,750.0,1222,11792.29999999997,948.0,12490.519999999911,6163.339999999934,105.65999999999998,8510.410000000002,698.2199999999411,5.589999455586685,0.7757774140752864,1.059209823359306
9165,ULTRA BEVERAGE COMPANY LLP,37008,Due Torri Pinot Grigio Dell,14.47,21.99,1500.0,132,1910.039999999999,132.0,2902.6800000000007,483.78000000000014,29.700000000000014,68054.70000000003,992.6400000000016,34.19736243747163,1.0,1.5196959225984807
2000,SOUTHERN WINE & SPIRITS NE,24175,Stella Moscato,9.08,13.99,750.0,10,90.8,10.0,139.9,13.99,1.12,19016.59,49.10000000000001,35.09649749821301,1.0,1.540748898678414
9552,M S WALKER INC,3452,Vanya Light Vodka,5.55,6.99,1750.0,25006,138783.30000000162,24803.0,181795.1700000008,69129.52999999693,45568.96999999374,55551.81999999999,43011.86999999915,23.65952296752382,0.9918819483324002,1.3099210784006337
6213,MHW LTD,5408,Bols Maraschino Liqueur,8.84,11.49,750.0,20,176.8,19.0,218.31,80.42999999999999,14.98,9621.580000000002,41.50999999999999,19.01424579726077,0.95,1.234785067873303
1587,VINEYARD BRANDS INC,21979,Massolino Dolcetto D'Alba,11.64,16.99,750.0,78,907.92,229.0,3890.7099999999946,2004.8200000000008,25.44999999999998,6070.089999999999,2982.7899999999945,76.66441343610802,2.935897435897436,4.285300467001492
12546,JIM BEAM BRANDS COMPANY,3454,Pinnacle Pineapple,0.72,0.99,50.0,20816,14987.51999999998,11940.0,11820.599999999478,3669.92999999966,620.9000000000083,123880.97,-3166.920000000502,-26.79153342470468,0.573597232897771,0.7886961952344013
4425,MARTIGNETTI COMPANIES,22416,Layer Cake Sea of Stones Red,10.45,15.99,750.0,988,10324.599999999988,1017.0,16461.829999999845,11726.759999999873,112.4699999999997,144929.24,6137.229999999858,37.28157805055644,1.029352226720648,1.5944278712976645
4425,MARTIGNETTI COMPANIES,25012,Virtu St Supery White Blend,13.6,19.99,750.0,14,190.4,44.0,879.5600000000002,579.7100000000002,4.880000000000001,144929.24,689.1600000000002,78.35281277002139,3.142857142857143,4.619537815126052
1587,VINEYARD BRANDS INC,16703,Catena Padrillos Malbec,6.53,9.99,750.0,1567,10232.510000000002,1530.0,16219.699999999804,9279.229999999854,170.0900000000021,6070.089999999999,5987.189999999802,36.913074841087536,0.9763880025526483,1.585114502697755
2242,DELICATO VINEYARDS INC,16159,Gnarly Head Authentic Red,6.89,9.99,750.0,3672,25300.08000000006,3717.0,37353.590000000615,21713.09000000058,412.8700000000159,7982.649999999999,12053.510000000557,32.268678860587045,1.0122549019607845,1.4764218136859857
1392,CONSTELLATION BRANDS INC,779,Svedka Raspberry Vodka,9.55,12.99,1000.0,448,4278.4,413.0,5364.869999999979,2870.7899999999872,433.6500000000013,79528.99,1086.469999999979,20.251562479612435,0.921875,1.2539430628272203
4425,MARTIGNETTI COMPANIES,33982,Lyeth Estate Meritage N Cst,10.8,18.99,750.0,5715,61721.99999999999,6005.0,58140.95000000003,17674.44999999986,672.850000000005,144929.24,-3581.049999999952,-6.159256083706836,1.0507436570428696,0.9419809792294488
8673,STE MICHELLE WINE ESTATES,6784,Hawk Crest Chard,7.53,10.99,750.0,36,271.08,22.0,265.78000000000003,182.85,2.4400000000000004,15919.700000000004,-5.2999999999999545,-1.9941304838588128,0.6111111111111112,0.980448576066106
4425,MARTIGNETTI COMPANIES,34215,Chimney Rock SLD Cab Svgn,45.15,69.99,750.0,2,90.3,2.0,139.98,69.99,0.22,144929.24,49.67999999999999,35.49078439777111,1.0,1.5501661129568105
9552,M S WALKER INC,6879,Maurice's Mentholated Mint,0.74,0.99,50.0,10336,7648.639999999999,20350.0,20146.499999999975,7789.319999998752,1051.8699999999565,55551.81999999999,12497.85999999998,62.03489439853072,1.9688467492260064,2.633997678018573
90047,CRUSH WINES,19706,St Jean des Sources Picpoul,8.44,13.99,750.0,72,607.68,21.0,293.79,111.92,2.34,1457.7299999999998,-313.89,-106.84162156642496,0.2916666666666667,0.4834616903633492
480,BACARDI USA INC,4229,Bacardi Black,14.7,19.99,1750.0,5924,87082.7999999989,6010.0,128167.90000000672,88506.71000000376,11047.400000000427,89286.26999999999,41085.10000000782,32.055686330200984,1.0145172180958812,1.4717935114627496
9165,ULTRA BEVERAGE COMPANY LLP,4054,Patron XO Cafe Liqueur,9.41,14.99,375.0,3136,29509.75999999982,3088.0,40611.12000000063,29199.860000001318,1210.1799999999928,68054.70000000003,11101.360000000808,27.335764194635946,0.9846938775510204,1.376192825695664
10754,PERFECTA WINES,23771,Ch Pichon Baron Pauillac 12,93.54,144.99,750.0,30,2806.2,30.0,4349.700000000001,289.98,3.37,28720.52,1543.500000000001,35.485205876267344,1.0,1.550032071840924
3664,WILLIAM GRANT & SONS INC,847,Glenfiddich 12 Year Old Sco,35.65,45.99,1000.0,51,1818.15,58.0,2667.42,1379.7,60.900000000000006,30234.42000000001,849.2699999999995,31.8386305868592,1.1372549019607845,1.467106674366801
1392,CONSTELLATION BRANDS INC,25875,Ruffino Rose Sparkling,9.67,14.99,750.0,2065,19968.550000000047,1513.0,18884.86999999994,10272.81999999986,168.3200000000016,79528.99,-1083.6800000001058,-5.738350330185535,0.7326876513317191,0.9457306614651488
8004,SAZERAC CO INC,5487,Fire Water Hot Cinnamon,10.36,13.99,750.0,193,1999.48,199.0,2784.0099999999984,769.4500000000004,156.74999999999994,50293.62000000002,784.5299999999988,28.179855675805737,1.0310880829015543,1.3923670154240098
653,STATE WINE & SPIRITS,20119,Love Oregon Pnt Nr,11.18,16.99,750.0,52,581.3599999999999,39.0,659.6100000000001,285.83000000000004,4.340000000000001,8014.98,78.25000000000023,11.863070602325648,0.75,1.1345981835695615
516,BANFI PRODUCTS CORP,6378,Walnut Crest Merlot Rapel,6.62,11.99,1500.0,1309,8665.579999999996,1302.0,13791.979999999894,6035.22999999992,291.36000000000024,8510.410000000002,5126.399999999898,37.16942744986533,0.9946524064171124,1.5915818675726148
8004,SAZERAC CO INC,2936,Abraham Bowman Ltd Edition,53.02,69.99,750.0,18,954.36,4.0,279.96,69.99,3.15,50293.62000000002,-674.4000000000001,-240.8915559365624,0.2222222222222222,0.2933484219791273
9815,WINE GROUP INC,24003,Corbett Canyon Cab Svgn,4.54,7.99,1500.0,2135,9692.899999999949,2207.0,18187.92999999988,9147.829999999818,493.2700000000068,27100.41,8495.02999999993,46.70696445389876,1.0337236533957843,1.8764177903413812
10754,PERFECTA WINES,21520,Merriam Cuvee Pnt Nr RRV,16.12,24.99,750.0,12,193.44,23.0,574.77,49.98,2.59,28720.52,381.33,66.34479878908085,1.9166666666666667,2.971308933002481
660,SAZERAC NORTH AMERICA INC.,2713,Inver House Green Plaid 3-Y,10.93,14.99,1750.0,7261,79362.73000000113,7222.0,110007.7800000041,62922.87999999718,13271.080000000467,17932.329999999994,30645.05000000297,27.857166102253707,0.994628839002892,1.3861390604885004
7749,R.P.IMPORTS INC,43013,Anastasi Estates Messinia Rd,7.94,11.99,750.0,6,47.64,27.0,323.73,155.87,3.02,91.5,276.09000000000003,85.28403299045502,4.5,6.795340050377834
12546,JIM BEAM BRANDS COMPANY,2226,Jim Beam Devils Cut,27.6,36.99,1750.0,2967,81889.20000000032,2672.0,100813.2800000026,84959.48000000151,4913.240000000156,123880.97,18924.080000002272,18.77141582934489,0.9005729693292889,1.2310937217606497
6785,PALM BAY INTERNATIONAL INC,26677,Feudi D San Gregorio Serpico,20.26,29.99,750.0,200,4052.000000000001,158.0,4738.419999999998,1469.5100000000002,17.709999999999997,13605.409999999998,686.4199999999978,14.48626335360728,0.79,1.1694027640671267
7153,PINE STATE TRADING CO,22093,Trione Family Vyds Svgn Bl,16.77,24.99,750.0,24,402.48,0.0,0.0,0.0,0.0,15884.819999999998,-402.48,-inf,0.0,0.0
9552,M S WALKER INC,36573,Matanzas Creek Svgn Bl Sonom,11.25,17.99,750.0,1723,19383.75,1448.0,25680.52000000013,14224.97999999985,160.9600000000012,55551.81999999999,6296.770000000135,24.5196358952237,0.8403946604759142,1.3248478751531636
9552,M S WALKER INC,24491,Long Meadow Ranch Cab Svgn,27.99,41.99,750.0,36,1007.64,12.0,503.88000000000005,461.89,1.3200000000000005,55551.81999999999,-503.75999999999993,-99.97618480590614,0.3333333333333333,0.5000595450756223
660,SAZERAC NORTH AMERICA INC.,862,Jacques Bonet Brandy,6.05,7.99,1000.0,39,235.95,44.0,351.56000000000006,127.83999999999996,46.2,17932.329999999994,115.61000000000008,32.88485607008763,1.1282051282051282,1.4899766899766902
90011,FORTUNE WINE BROKERS LLC,21377,Circa Rosso,8.72,12.99,750.0,12,104.64,9.0,116.91,64.95,1.0,238.61,12.27000000000001,10.495252758532212,0.75,1.117259174311927
7245,PROXIMO SPIRITS INC.,8712,Cuervo RTD Golden Grapefruit,15.74,19.99,1750.0,1572,24743.279999999933,1343.0,22655.570000000203,16820.059999999863,2468.8999999999965,38994.78000000001,-2087.70999999973,-9.214996576999436,0.8543256997455471,0.9156251717638187
516,BANFI PRODUCTS CORP,199,Wisdom & Warter Cream Sherry,3.87,9.99,750.0,12,46.44,16.0,79.84000000000002,39.92000000000001,12.59,8510.410000000002,33.40000000000002,41.83366733466936,1.3333333333333333,1.7192075796726964
3664,WILLIAM GRANT & SONS INC,233,Tullamore Dew 12 Yr Old,30.21,46.99,750.0,1060,32022.599999999893,1077.0,46523.23000000005,39019.96000000023,849.5899999999954,30234.42000000001,14500.63000000016,31.168579653648603,1.0160377358490569,1.452824879928557
90047,CRUSH WINES,16310,Mollydooker Scooter Merlot,17.23,25.99,750.0,224,3859.52,271.0,6681.289999999976,4061.869999999983,30.03999999999993,1457.7299999999998,2821.769999999977,42.23390991859336,1.2098214285714286,1.7311194138131107
3252,E & J GALLO WINERY,1845,Cluny Scotch Whiskey,11.27,15.99,1750.0,833,9387.910000000007,1315.0,23602.85000000004,13579.429999999862,2416.7100000000005,61966.91,14214.940000000037,60.225523612614616,1.5786314525810323,2.514175146544867
10754,PERFECTA WINES,21699,Terra de Touros White,2.39,3.49,750.0,63,150.57,268.0,953.3200000000004,213.90000000000015,30.05,28720.52,802.7500000000005,84.20572315696724,4.253968253968254,6.33140731885502
3960,DIAGEO NORTH AMERICA INC,2604,Johnnie Walker Collection 4,73.52,99.99,200.0,1040,76460.80000000002,929.0,92890.71000000046,75692.4300000001,195.0899999999997,257032.0700000001,16429.91000000044,17.687355387853486,0.8932692307692308,1.2148801738930333
10754,PERFECTA WINES,25159,L'Eglise Saint-Hilaire Borde,7.89,11.99,750.0,25,197.25,186.0,2166.1400000000003,1378.8100000000009,20.609999999999975,28720.52,1968.8900000000003,90.89394037319842,7.44,10.981698352344742
6213,MHW LTD,8395,Casamigos Anejo,37.31,54.99,750.0,2112,78798.72000000019,2205.0,126810.95000000297,101073.47000000245,1738.5699999999645,9621.580000000002,48012.23000000276,37.86126513522818,1.0440340909090908,1.6093021561771896
2000,SOUTHERN GLAZERS W&S OF NE,27613,Dominus 12 Christian Moueix,134.22,199.99,750.0,18,2415.96,8.0,1599.92,399.98,0.9,19016.59,-816.04,-51.00505025251262,0.4444444444444444,0.6622295071110449
17033,SEA BREEZE CELLARS LLC,39524,Marilyn Merlot Napa,17.33,25.99,750.0,446,7729.180000000001,160.0,4158.399999999992,2650.9799999999955,17.759999999999984,549.5500000000002,-3570.780000000009,-85.86908426317852,0.358744394618834,0.5380130880636745
9815,WINE GROUP INC,37733,Corbett Canyon Wh Znfdl,8.84,12.99,3000.0,6,53.04,12.0,155.88,25.98,5.4,27100.41,102.84,65.97382602001541,2.0,2.938914027149321
